first_name,last_name,order_date,order_amount
Aaron,Mitchell,2026-01-03,3312.16
Russell,Carpenter,2023-02-26,1154.30
Diana,Marshall,2024-06-18,1786.50
Scott,Lewis,2024-06-27,383.53
Thomas,Santana,2026-05-06,4346.20
Laura,Jackson,2024-10-04,4364.50
Christopher,Robertson,2025-11-13,1157.34
Cynthia,Rogers,2026-03-26,1901.60
Loretta,Potter,2023-04-01,7088.14
Emily,Walker,2023-01-04,5199.68
James,Johnson,2026-01-07,6868.88
John,Alvarez,2024-02-08,3642.85
Melissa,Jones,2023-05-24,9488.79
Robert,Soto,2024-11-07,6231.92
James,Horton,2023-09-13,7197.82
Troy,Sanchez,2024-09-07,5071.71
Diana,Smith,2025-04-16,3262.50
Karen,Carrillo,2024-08-28,5544.56
Daniel,Coleman,2024-01-28,4205.04
Gregory,Rubio,2025-02-15,6773.50
April,Williams,2023-12-23,6155.53
John,Charles,2024-09-08,4061.34
Stephen,Solis,2023-01-01,3039.44
Elizabeth,Travis,2024-03-06,4299.45
Caitlin,Dodson,2026-04-02,6067.00
Patricia,Salazar,2024-10-21,4650.41
Jennifer,Wagner,2025-06-24,6756.59
Maria,Kelley,2025-11-12,4732.38
Phyllis,Manning,2023-12-14,6588.84
Thomas,Green,2024-08-04,5155.00
John,Walsh,2026-07-20,6192.98
Katie,Boyd,2023-07-11,8184.41
Courtney,Hill,2024-04-26,6728.28
Chris,Mitchell,2024-04-05,8065.81
Joseph,Flores,2023-10-29,245.23
Amber,Taylor,2024-05-16,9839.37
Jesse,Benson,2026-06-05,8497.52
Jasmine,Brown,2023-05-30,4554.70
Rick,Daniels,2026-07-13,5757.13
Robert,Clark,2025-02-25,4944.27
Robert,Stein,2024-05-14,1476.56
Brandy,Dominguez,2023-01-12,8926.70
Melissa,Cannon,2023-08-07,7784.42
Omar,Smith,2024-03-24,1759.69
Michael,Molina,2025-11-26,4646.03
Melissa,Ashley,2026-02-15,2492.73
Robert,Adkins,2023-09-06,4565.16
Amy,Morrison,2025-08-09,6676.10
Jeffrey,Robinson,2026-02-18,5954.92
Ryan,Johnson,2025-06-25,6126.90
Matthew,Shelton,2025-10-30,4267.98
Richard,Martin,2026-01-27,4459.69
Tanner,Anderson,2023-11-22,7436.80
Cindy,Johnson,2025-08-30,4501.24
Phillip,Elliott,2024-05-21,8398.78
Anthony,Day,2024-07-21,7658.36
Derek,Murray,2025-12-03,4846.48
Brent,Gray,2024-05-04,2746.70
Jason,Murphy,2023-06-08,7135.73
Kathleen,Gray,2024-04-25,2717.88
Karen,Decker,2024-10-16,8930.37
Johnny,Miller,2023-06-15,1384.60
Andrew,Ryan,2024-04-18,3830.97
Zoe,Bell,2023-11-09,7064.48
Debra,Harrington,2023-05-12,4149.26
Denise,Webster,2024-11-08,5426.56
Stefanie,Gonzalez,2025-05-01,623.59
Andrew,Hernandez,2025-05-10,3895.37
David,Caldwell,2026-04-11,9460.66
Anne,Robinson,2023-02-10,8567.46
Holly,Wang,2026-03-25,3804.43
Gary,Lawson,2023-01-13,9427.46
Julie,Wilson,2024-09-03,7534.99
Lori,Oconnell,2025-05-08,5382.66
Daniel,Johnson,2026-01-23,7998.87
Larry,Byrd,2024-03-27,4882.80
Susan,Sanders,2024-07-12,4358.92
Jennifer,Jones,2023-03-01,3889.18
Hannah,Burton,2025-04-08,7242.08
Curtis,Barton,2025-08-15,9195.49
Melissa,Burke,2026-06-28,5341.70
David,Riggs,2025-03-17,5919.33
Kimberly,Reed,2023-02-25,840.39
Ross,Wood,2025-05-27,1357.86
William,Peterson,2025-08-03,1818.11
Melissa,Short,2024-06-16,3791.66
Daniel,Yu,2024-03-09,4547.53
Cynthia,Poole,2024-11-22,7612.53
Jasmine,Graham,2025-02-15,2783.29
Jessica,Sheppard,2025-05-13,2523.46
Joseph,Morton,2023-06-17,4703.59
Amanda,Webb,2026-01-09,521.80
Ryan,Simon,2024-12-17,2243.00
Joseph,Christian,2023-05-21,7812.54
Mariah,Miller,2026-08-27,403.54
Nicole,Sanchez,2023-03-05,9496.16
Steven,Bishop,2024-02-13,8392.44
Nicholas,Johnson,2026-06-26,1524.67
Melissa,White,2023-09-16,4736.13
Jason,Salinas,2023-08-23,5640.13
Matthew,Beard,2024-03-22,4650.87
Jacqueline,Hill,2024-06-08,7669.21
Alejandro,Vaughan,2023-12-10,6059.31
Christopher,Cortez,2023-08-23,7778.13
Tracy,Chang,2023-12-02,9647.23
Hannah,Brewer,2023-08-10,5787.26
Travis,Mcguire,2024-09-30,5758.39
Christopher,Walker,2025-02-07,3967.14
Heather,Torres,2024-02-11,760.89
Bonnie,Kennedy,2026-07-08,2429.25
Alyssa,Coleman,2024-09-09,8503.07
Julie,Rivera,2026-05-14,8055.47
Jacqueline,Nelson,2026-03-05,7826.56
John,Martinez,2024-12-12,5327.91
James,Wilson,2025-01-28,690.50
Amanda,Gill,2026-08-19,3412.97
Jacob,Robinson,2025-05-10,8223.48
Todd,Hardy,2023-08-05,4335.80
Tiffany,Warren,2025-01-11,6356.21
Justin,Garcia,2025-07-30,7073.37
James,Perez,2025-06-10,1762.19
Harry,Smith,2025-12-04,9654.76
Amanda,Hill,2024-07-07,6159.50
Terri,Tran,2026-01-07,7746.63
Heidi,Martinez,2025-08-10,4356.30
Miranda,Henry,2026-04-28,2684.68
Monique,Andrews,2024-05-17,8307.47
Taylor,Alexander,2023-06-27,2790.00
Jack,Williams,2025-07-12,2439.39
Shelley,Woods,2025-08-09,5698.92
Lynn,Morales,2025-02-15,3364.63
Charles,Soto,2025-10-09,8509.67
Brian,Hernandez,2024-01-08,4876.01
Anna,Torres,2024-12-27,7978.52
Victoria,Wilson,2024-11-28,2797.30
Kathy,Obrien,2026-05-05,7012.13
Krystal,Perez,2024-07-19,5558.35
Alexandra,Hayes,2025-11-24,9480.67
Scott,Dalton,2023-06-25,2414.32
Veronica,Torres,2025-04-12,4886.29
Christine,Lynch,2024-05-07,6906.40
Jody,Meza,2026-08-15,7118.71
Jared,Clark,2025-07-06,7929.53
Donna,Moore,2023-07-10,2943.06
Glenn,Jones,2025-04-08,6918.17
Aaron,Hayes,2024-09-19,6639.93
Brittney,Carter,2025-01-25,4733.13
Jesse,Mann,2025-12-23,3438.23
Jacqueline,Gibson,2026-02-01,3308.58
Grace,Bradshaw,2025-07-18,2709.89
Kristin,Weber,2024-05-29,2306.15
Donna,Peck,2024-01-30,3156.16
Ronald,Stephens,2026-01-02,9508.82
Deborah,Kerr,2024-01-15,1916.22
Margaret,Jones,2025-09-18,2765.72
Gabriel,Parker,2026-04-22,9766.08
Kaitlyn,Carroll,2025-12-10,5968.30
Keith,Martinez,2023-07-25,8326.44
Haley,Lyons,2024-08-29,2275.60
Sherri,Mason,2024-01-03,3023.37
Troy,Miller,2025-12-29,1266.70
Bill,Reynolds,2023-04-04,9742.97
Marcus,Wright,2026-02-07,2922.07
Christopher,Hayden,2023-09-16,6379.05
Mary,Johnston,2025-10-02,1026.77
Stephanie,Key,2023-01-26,5741.06
Emily,Adams,2025-08-19,4787.66
Billy,Avila,2024-11-28,1844.45
Thomas,Pearson,2023-04-16,2525.53
Sabrina,White,2025-09-05,1141.76
Brenda,Walters,2023-05-14,4007.67
Travis,Davis,2023-06-01,5770.63
Michael,Cook,2023-04-20,1518.12
Elizabeth,Hodge,2026-02-26,9491.30
Mark,Steele,2023-06-24,9939.18
Keith,Landry,2023-08-31,5581.17
Lisa,Pierce,2025-05-02,6063.56
Shawn,Edwards,2026-06-20,2257.64
Marcus,Cordova,2025-12-06,3804.40
Richard,Robertson,2025-06-25,2974.23
Vanessa,Sandoval,2026-04-20,9900.31
Amy,Gutierrez,2024-09-17,5686.72
Jacob,Cox,2023-05-04,6096.69
Katherine,Garrett,2023-07-23,9475.94
Kathleen,Harris,2024-03-01,6255.52
Andrea,Pennington,2024-06-25,6604.61
Samuel,Wolfe,2023-11-18,2399.41
David,Dudley,2026-02-04,751.57
Chelsea,Allen,2023-01-06,4085.76
Eric,Pierce,2026-05-01,4699.65
Andrea,Davis,2023-03-08,2315.53
Victoria,Durham,2024-08-02,7030.17
Steven,Wilson,2025-07-18,712.73
Marilyn,Jimenez,2024-04-23,9239.18
Jennifer,Hicks,2026-07-04,5898.30
Joshua,Davenport,2024-02-10,4251.96
Tina,Sanchez,2026-01-20,2248.87
Andrea,Reyes,2023-11-02,9084.20
Sandra,Romero,2023-10-19,715.03
Natasha,Shields,2023-12-06,7926.49
Joshua,Tyler,2026-05-03,7489.82
Robert,Villa,2026-03-11,9211.99
William,Hoover,2025-06-18,1244.41
Justin,Evans,2024-09-14,6997.63
Brenda,Duarte,2024-07-11,5005.22
Tracy,Hernandez,2025-10-08,4378.15
Amanda,Reed,2026-05-09,399.57
Andrea,Daniels,2025-06-03,7345.60
Stanley,Morris,2026-05-21,2504.43
Jacob,Terry,2023-07-07,2290.01
Ashley,Hall,2026-03-24,5871.64
Kimberly,Williams,2023-02-12,9995.71
Julie,Thornton,2024-07-05,5762.89
Lisa,Hughes,2023-12-25,4705.53
Elizabeth,Hoover,2026-08-27,4422.85
Tina,Simpson,2024-07-23,1815.71
Benjamin,Shaw,2026-04-13,4359.41
Brittany,Kane,2025-10-04,9690.57
Morgan,Alexander,2025-08-20,3480.26
Alicia,Bryant,2024-11-13,3211.26
Jennifer,Ortiz,2023-08-03,8577.46
Diana,Moore,2024-11-06,4117.04
Terrance,Costa,2025-10-11,2882.89
Matthew,Schwartz,2025-03-31,8135.84
Debra,Christian,2026-01-31,367.93
Melissa,Villarreal,2023-06-30,3145.85
Norman,Stewart,2024-10-24,1160.10
Jennifer,Malone,2025-04-07,8649.23
Monique,Johnson,2023-01-03,6576.94
Casey,Welch,2026-01-16,4620.30
Samantha,Bright,2023-04-22,1876.64
Julie,Hamilton,2025-01-10,6226.71
Corey,Schultz,2025-10-17,6254.46
Monique,Wallace,2023-04-16,2036.38
Heather,Berger,2026-01-29,1311.00
Brandon,Flynn,2024-08-12,4381.72
Kelly,Brooks,2025-09-19,1215.14
Dustin,Schmidt,2026-07-14,6089.10
Ashlee,Sparks,2024-05-05,7098.11
George,Miller,2024-09-28,5508.83
Monica,Harvey,2026-02-05,4080.49
John,Durham,2024-04-05,9922.57
Douglas,Murray,2023-08-21,4615.01
Jonathan,Scott,2023-08-29,6477.44
Albert,Ballard,2023-11-12,4984.25
Rachel,Byrd,2024-08-20,5089.21
Eric,Alexander,2024-07-13,4155.48
Michael,Matthews,2025-09-15,9802.46
Danielle,Coleman,2024-05-14,4568.40
John,Bruce,2023-10-24,3836.47
James,Cruz,2026-05-12,5082.90
Timothy,Young,2023-10-07,8640.40
Ashley,Andrews,2024-07-19,7726.97
Victoria,Phillips,2025-04-29,3399.41
Tiffany,Barrett,2025-11-05,2672.46
Joshua,Knight,2023-01-06,2829.10
Gina,Garner,2024-09-03,8374.91
Brandon,Obrien,2026-04-02,9989.01
Tyler,Strong,2025-09-29,8652.73
Justin,Lindsey,2025-07-03,5386.26
Catherine,Gomez,2024-12-07,3325.06
Dana,Oliver,2026-01-17,3772.72
Erica,Le,2024-10-21,8696.14
Donna,Massey,2024-05-04,5718.40
Courtney,Berger,2024-04-23,8560.27
Debbie,Parker,2025-04-21,437.43
Scott,Riley,2025-08-26,7052.57
Jessica,Davis,2025-02-19,3861.40
Kenneth,Burgess,2026-08-28,9808.19
Gregory,Anderson,2025-10-11,9648.27
Amber,Mata,2023-09-16,5023.40
Alyssa,Mcintyre,2026-04-23,3320.61
Maria,Scott,2023-07-25,8742.02
Makayla,Olson,2025-06-20,998.02
Lindsay,Francis,2025-07-24,154.46
Matthew,Wilson,2023-10-23,4100.37
Sydney,Taylor,2023-11-13,749.21
Tammy,Dalton,2024-06-26,3386.27
Jennifer,Whitney,2025-03-25,6498.71
Tammy,Ballard,2024-11-03,8523.55
Michael,Gibbs,2025-12-28,3800.71
Alexander,Herrera,2024-10-10,6268.36
Shawn,Chambers,2025-09-26,8723.95
Emily,Richards,2023-03-15,6174.97
Lynn,Bentley,2024-04-25,6311.97
Daniel,Hall,2024-08-11,9974.25
Angel,Henson,2023-07-05,4340.28
Anna,Herman,2023-07-21,7603.93
Jeffrey,Brown,2023-07-25,4437.34
Madison,Blankenship,2024-09-05,9034.33
Kevin,Ortiz,2023-04-05,3244.42
Donald,Shah,2023-04-25,2934.38
Kevin,Vasquez,2025-02-06,4307.43
Colton,Clay,2024-05-15,5312.13
Derek,Chavez,2026-03-05,6818.32
Ellen,Paul,2024-01-04,1700.66
Sonya,Barnes,2023-06-11,6095.30
Julia,Moore,2025-02-22,6197.48
Robert,Garcia,2024-05-08,4977.17
Tracy,Russell,2026-04-09,1432.03
Stephanie,Johnson,2025-08-02,6379.40
Mitchell,Ramos,2025-07-30,2554.01
Stephanie,Foley,2023-01-20,8989.18
Cory,Jennings,2025-08-10,9012.18
Amy,Levine,2026-01-24,1580.60
Michael,Sanders,2025-06-23,9452.40
James,Martinez,2026-04-18,2992.24
Melanie,Gibson,2025-05-18,6903.44
Elizabeth,May,2025-07-24,8453.19
Carla,Smith,2024-02-12,9993.73
Kristin,Sanchez,2025-09-16,1067.42
David,Cunningham,2025-02-20,5719.65
Casey,Hubbard,2026-03-23,2959.43
Jamie,Robinson,2024-08-27,220.37
Molly,Murphy,2025-03-21,2745.53
Dylan,Lester,2026-03-05,8650.80
Aaron,Garrison,2023-04-11,9106.25
Duane,Anderson,2025-10-14,8328.55
John,Thompson,2024-08-09,7757.63
Donna,Johnson,2024-04-16,6071.04
Alexis,Tyler,2024-12-22,2190.82
John,Morris,2024-01-25,6209.28
Grant,Williams,2023-10-08,6282.85
Judy,Fox,2026-07-09,6463.75
Julie,Alvarez,2024-09-24,7886.31
Kimberly,Palmer,2023-03-10,5796.15
Daniel,Gordon,2023-09-27,902.24
Sonia,Williams,2024-08-27,3267.86
Krista,Camacho,2025-04-30,1757.22
Adrienne,Ellis,2023-09-28,7865.33
Tamara,Brown,2025-01-19,5308.99
Timothy,Morales,2024-07-12,8304.89
Gina,Henry,2024-06-10,9140.57
Renee,Jones,2025-09-13,9673.86
Christopher,Franklin,2024-08-27,7465.84
Cameron,Hill,2024-11-24,8042.51
Cynthia,Kelley,2025-08-17,9628.96
Mark,Vang,2023-10-16,7541.75
Alyssa,Chavez,2024-04-07,8601.54
Catherine,Garcia,2025-03-24,9672.72
Jacqueline,Farrell,2026-02-15,3658.38
Debra,Mack,2025-03-19,140.17
Jennifer,Lewis,2026-01-03,1236.76
Shannon,Perez,2025-01-24,6728.60
Matthew,Chavez,2024-06-20,5846.01
Robert,Davis,2026-07-31,9402.97
Ronald,Ortega,2023-08-10,6748.68
Nicholas,Hernandez,2025-08-23,251.22
Sandra,Jones,2026-02-23,3280.73
Marie,Davis,2026-06-03,2214.45
Colin,Rodgers,2023-05-10,6354.40
Lisa,Hawkins,2025-08-08,9093.96
Brenda,Hoffman,2024-09-10,6492.74
Mark,Martinez,2023-08-27,1398.63
Michael,Ortega,2023-03-18,3044.34
Karen,Parrish,2025-10-05,1162.09
Jennifer,Schmitt,2024-04-25,8872.70
Caroline,Bell,2023-10-05,3887.07
Becky,Lewis,2025-01-29,6705.18
Diane,Walker,2026-01-11,4191.84
Daniel,Bruce,2023-11-13,8854.24
Michael,Farmer,2023-07-22,8337.09
Audrey,Aguirre,2026-06-14,4081.75
Megan,Villegas,2024-07-26,328.13
Loretta,Austin,2025-01-28,2173.48
Dawn,Johnson,2025-06-29,9505.59
Sarah,Gallegos,2025-01-12,994.45
Joseph,White,2025-01-22,5445.11
Jacqueline,Parker,2026-08-13,3587.38
Matthew,Smith,2025-03-26,2759.54
Molly,Knight,2023-09-08,9490.15
Richard,Thomas,2025-07-20,917.64
Cynthia,Johnson,2024-03-10,6417.40
Julie,Lewis,2026-05-07,9710.95
Robert,Peterson,2023-04-14,7868.15
Mitchell,Griffith,2024-05-13,9888.21
Kimberly,Bradley,2026-03-02,2052.85
Christopher,Williams,2026-02-09,2072.36
Eric,Williamson,2024-03-18,8130.71
Emily,Nelson,2024-04-22,3286.26
Ebony,Tucker,2023-10-30,7886.64
Scott,Nelson,2026-05-05,29.35
Kari,Wilson,2023-10-24,9875.28
Russell,Campbell,2026-01-11,2507.29
Erika,Tucker,2023-12-24,1100.15
Elizabeth,Williams,2023-02-22,1318.90
Randall,Greene,2025-01-03,7900.05
Adrian,Turner,2024-05-02,5888.93
Jason,Taylor,2023-02-02,1743.29
Jonathan,Murphy,2023-04-18,1268.46
Adrian,Burgess,2025-05-12,5261.32
Gregory,James,2023-05-11,4762.98
Jane,Mason,2025-01-11,5132.86
Martha,Drake,2023-08-12,4520.60
Charles,Hensley,2024-03-29,9454.20
Bobby,Smith,2023-03-30,7272.70
Samantha,Atkins,2025-12-03,3017.00
Barbara,Berry,2026-08-10,9640.29
Jenna,Butler,2023-05-05,9985.86
Darius,Smith,2025-04-02,4263.31
Mark,Solis,2023-08-10,4903.19
Christine,Collier,2025-06-27,735.83
Samantha,Davis,2023-06-15,3221.79
Megan,Sanchez,2023-10-31,657.76
Brianna,Warren,2024-07-17,6243.54
Randy,Collins,2026-04-13,5484.01
Matthew,Cook,2024-10-27,3809.66
Gary,Dixon,2026-05-08,5306.03
Daniel,Hicks,2025-07-18,5056.00
Rebecca,Bailey,2025-05-31,992.68
Jessica,Fuentes,2023-08-23,8528.07
Lisa,Young,2026-08-26,8777.18
Dwayne,Gonzalez,2026-02-03,7208.67
Carrie,Wolf,2024-03-16,4301.27
Diana,Thompson,2024-04-12,4138.72
Kendra,Snyder,2025-07-17,3987.90
Karen,Wolf,2023-07-14,3126.17
Shane,Glass,2024-10-02,6651.41
Anne,Reid,2025-02-05,9535.96
Claudia,Lin,2025-08-29,672.27
Courtney,Hernandez,2023-06-24,933.21
Carlos,Ramos,2023-07-17,7446.14
Kevin,Hill,2025-02-02,8117.87
Brian,Romero,2026-02-13,600.75
Lance,Hayes,2026-02-24,5617.27
Brian,Decker,2023-09-08,4108.67
Chase,Lin,2025-05-16,8681.04
Melissa,Gilbert,2023-04-16,9684.01
William,Ford,2026-05-14,3125.17
Angela,Conner,2023-08-01,5779.60
Paula,Cole,2024-03-11,1548.15
Lisa,Pearson,2025-09-14,2243.22
Marc,Alvarez,2023-08-10,3501.79
Edward,Brown,2026-02-13,3676.24
Dale,Nolan,2024-07-24,5741.42
Matthew,Klein,2025-05-28,8451.70
William,Thompson,2026-06-27,6136.11
John,Kim,2026-08-09,5567.84
Scott,Mills,2026-06-01,9290.90
Erik,Watson,2024-07-01,290.50
Justin,Ortiz,2024-07-13,7027.28
Matthew,Harper,2024-09-24,9215.44
Kristina,Holland,2024-12-19,62.05
Cameron,Davis,2023-10-21,5663.64
Erika,Mitchell,2025-03-31,696.78
Jennifer,Douglas,2026-07-20,9718.12
Rebecca,Marks,2023-07-07,7461.36
Mathew,Aguilar,2024-03-16,3762.56
Donald,Bailey,2025-07-18,3409.62
Tammy,Hale,2025-01-27,3117.06
Philip,Larson,2024-10-26,7768.57
Sharon,Collins,2026-03-08,5962.64
Nicholas,Conner,2023-04-18,1556.64
Lisa,Santiago,2026-06-19,498.57
Maria,Rodgers,2023-06-17,2721.75
Gina,Fox,2025-05-18,4857.13
Debbie,Henderson,2025-06-24,4142.42
Michael,Cox,2024-03-17,7549.67
Henry,Lewis,2023-08-22,3452.38
Stacey,Tucker,2023-08-16,2833.18
Jeremy,Taylor,2026-04-29,4866.84
